Type, RunNo, EvNo, E1, px1, py1, pz1, pt1, eta1, phi1, Q1, E2, px2, py2, pz2, pt2, eta2, phi2, Q2, M
GT,  140124,  879437374,  10.3905, -1.72354, 2.58639, -9.91415, 3.10805459471, -1.87682420861, 2.15860618076,  -1,  5.50111, 0.795468, -0.777508, -5.38644, 1.11233449514, -2.28106557267, -0.773980812086,  -1,  3.78157
GT,  140124,  879461280,  12.4172, 0.859855, -4.89799, 11.3774, 4.97289218274, 1.56543681089, -1.39701450729,  1,  8.83594, 2.08586, -1.50705, 8.45226, 2.57332695981, 1.90478817358, -0.625672659041,  -1,  2.96268
GT,  140124,  879461561,  10.2205, -3.85743, -0.57616, 9.44648, 3.90022134635, 1.61788064251, -2.99332506667,  -1,  4.07884, -0.211346, -1.57137, 3.75658, 1.58551909752, 1.59756779682, -1.70449193074,  1,  2.9973
GT,  140124,  879488367,  9.14331, 2.58794, 1.0049, 8.71101, 2.77619477948, 1.86113009155, 0.37038063202,  -1,  6.71762, 1.82906, -1.85357, 6.19146, 2.60407031942, 1.60079143973, -0.792053634652,  1,  3.04229
GT,  140124,  879490945,  27.1324, 5.45789, 2.74891, -26.435, 6.11106123682, -2.17083581186, 0.46656973064,  1,  5.35804, 1.40459, -0.780762, -5.11029, 1.60700415953, -1.87388417033, -0.507334706966,  -1,  3.09107
GT,  140124,  879495583,  5.49884, 2.00495, -0.703611, -5.07062, 2.12482774404, -1.60418194053, -0.337509257912,  -1,  4.76363, 0.86027, 1.33727, -4.48917, 1.59008035199, -1.7610149468, 0.999143326501,  1,  2.30601
GT,  140124,  879548040,  23.7853, 3.45686, 2.46172, 23.4034, 4.24381272183, 2.4086872786, 0.618817965774,  1,  3.45973, 0.782496, -1.22644, 3.13721, 1.45480413239, 1.51148940191, -1.0028874582,  1,  4.28825
GT,  140124,  879674554,  10.3216, -0.423579, 2.61513, -9.97525, 2.64921197456, -2.03617605004, 1.73137420576,  -1,  7.04163, -2.13399, 1.11179, -6.6169, 2.40623987254, -1.73624070945, 2.66129345549,  1,  2.39804
GT,  140124,  879691240,  7.25404, -3.52044, 1.4469, 6.17437, 3.80618147276, 1.26068849522, 2.75163983616,  -1,  7.11628, 0.443811, -1.40462, 6.96135, 1.47306671543, 2.25718507121, -1.26475769741,  1,  4.94889
GT,  140124,  879705213,  9.97142, -3.23697, -3.45183, 8.77639, 4.73213536681, 1.3766707297, -2.32408317801,  -1,  5.08402, 0.23174, -1.90093, 4.70838, 1.91500347062, 1.63177484945, -1.44948617367,  1,  2.6728
GT,  140124,  879719560,  10.1695, 1.56588, -3.15429, -9.5397, 3.52157998326, -1.72214752254, -1.11000985856,  1,  9.0193, -0.379958, -1.6452, -8.85921, 1.68850558831, -2.35972108184, -1.79776625484,  -1,  2.29094
GT,  140124,  879760130,  23.7389, -7.5718, -5.05846, -21.9227, 9.1060514391, -1.61231368742, -2.55262210169,  -1,  16.2633, -3.08076, -5.44736, -15.0106, 6.25817969918, -1.60888272566, -2.08550045352,  1,  3.50104
GT,  140124,  879827799,  23.7564, 2.24066, 6.49945, 22.7397, 6.87483872815, 1.91149609831, 1.23880969321,  1,  9.16789, 2.86175, 1.45371, 8.58698, 3.20981087085, 1.7104137431, 0.470010719961,  -1,  3.65563
GT,  140124,  879855657,  11.0952, -1.56204, 1.7533, -10.8433, 2.34819714922, -2.23456999888, 2.29856895337,  -1,  5.56187, 1.13342, 1.04749, -5.34241, 1.54333282104, -1.95511896569, 0.746017549623,  1,  2.72965
GT,  140124,  879858039,  7.93821, -0.49454, 2.77014, -7.42198, 2.81393770919, -1.69714856856, 1.74746045334,  1,  7.85313, 1.5283, 1.45466, -7.56364, 2.10991388583, -1.98876222135, 0.760716288452,  -1,  2.42484
GT,  140124,  879882568,  6.83881, 0.800767, 1.05847, 6.70795, 1.32724772714, 2.32297984272, 0.923127483598,  1,  6.17716, -1.50737, 0.256615, 5.98399, 1.52905708694, 2.07352093554, 2.97296903334,  -1,  2.47011
GT,  140124,  879892066,  14.9565, 4.25344, -0.133633, 14.3379, 4.25553869825, 1.92916142642, -0.0314072980368,  1,  4.22866, 0.22677, -0.77489, 4.14952, 0.807390330014, 2.33942107557, -1.2860980699,  -1,  2.32099
GT,  140124,  879911553,  6.65025, -3.06079, -1.75724, 5.63545, 3.52935232609, 1.24725305651, -2.62042506851,  -1,  4.65759, 1.21924, -1.67566, 4.16985, 2.07228922045, 1.44907597928, -0.941774397888,  1,  4.06783
GT,  140124,  879964355,  11.1287, 2.13855, -3.76569, -10.251, 4.33056777786, -1.59671979116, -1.05431131414,  -1,  6.31822, -1.38132, -0.15999, -6.1624, 1.39055447304, -2.19440415582, -3.0262824637,  1,  4.36018
GG,  140124,  879997307,  19.0561, -2.11196, 3.4062, 18.6296, 4.00781405277, 2.2410275181, 2.12581665326,  1,  22.3759, -3.93081, 1.0843, 22.0009, 4.07761863667, 2.38719644591, 2.87243967153,  -1,  3.01485
GT,  140124,  880070089,  7.73308, -3.28476, -1.54893, -6.82646, 3.63164320969, -1.38851176313, -2.70096261466,  -1,  6.0709, 0.366444, 1.15872, -5.94707, 1.21528319479, -2.2913486412, 1.26449968651,  -1,  4.3264
GT,  140124,  880091353,  9.04152, -1.12943, 1.39084, 8.86159, 1.79166069067, 2.30179671283, 2.25284106037,  1,  3.96188, 1.00295, 1.23663, 3.62632, 1.59221935028, 1.561280325, 0.889362955344,  -1,  2.49417
GG,  140124,  880104058,  10.4774, -6.10526, 8.37716, -1.52082, 10.3658578677, -0.146193034245, 2.20058969893,  -1,  3.98547, -3.54547, 1.74624, -0.503113, 3.95217809043, -0.126958844125, 2.68394122945,  1,  3.0753
GT,  140124,  880165792,  9.57722, 0.256198, 2.95184, -9.10676, 2.96293719151, -1.84145447236, 1.48422063772,  -1,  4.15312, -0.88165, 0.426243, -4.03464, 0.979280254855, -2.1234145741, 2.69126393145,  1,  2.00588
GT,  140124,  880190892,  7.5672, -0.453738, -2.29112, -7.19696, 2.33561748303, -1.8438763102, -1.76630849283,  -1,  3.81485, 1.47746, -0.359387, -3.49712, 1.52054170195, -1.57024552489, -0.238612414018,  1,  2.66729
GT,  140124,  880217897,  7.28296, 2.31247, -0.695317, -6.87018, 2.41474289136, -1.76828959965, -0.292081927004,  -1,  3.04768, 0.28265, 0.873093, -2.90431, 0.917704968467, -1.86929734577, 1.25770979239,  1,  2.10125
GT,  140124,  880220960,  13.8802, 1.50343, 3.33106, -13.39, 3.65462207191, -2.00978653379, 1.14683126325,  1,  9.93023, 2.89415, 1.52827, -9.37479, 3.27287540481, -1.77466737263, 0.485838791875,  -1,  2.39762
GT,  140124,  880358096,  7.50997, -1.85865, -0.737259, -7.23811, 1.99953260928, -1.99814851038, -2.76396569534,  -1,  3.11813, 0.616935, -1.02157, -2.87877, 1.19340439882, -1.61413289134, -1.02750774547,  1,  2.44328
GT,  140124,  880380924,  11.2691, 1.30194, 2.70481, -10.8614, 3.0018402522, -1.9977080524, 1.12218581687,  1,  3.7451, -1.3307, -0.487485, -3.465, 1.41718175095, -1.62660617393, -2.79043825338,  1,  3.90674
GT,  140124,  880401390,  6.7904, -0.813892, 2.16032, 6.38506, 2.30854991067, 1.74167417146, 1.93109689036,  1,  7.08711, 1.38931, 0.829648, 6.89909, 1.61817739448, 2.15671424187, 0.538332702121,  -1,  2.61642
GT,  140124,  880405400,  12.8769, 1.1768, 2.16452, -12.6386, 2.46373802796, -2.33759065693, 1.07282049143,  1,  3.21497, 0.412648, -1.15429, -2.97022, 1.22583187102, -1.6182572699, -1.22746388024,  1,  3.43034
GT,  140124,  880409476,  9.03717, -0.160328, 1.73807, 8.86638, 1.74544905182, 2.32795268475, 1.66278086026,  -1,  6.44374, -1.84361, 0.457, 6.15653, 1.89940696853, 1.89210769149, 2.89860723555,  1,  2.26642
GT,  140124,  880422255,  5.53938, 0.892941, 1.33956, -5.29922, 1.60989584231, -1.90685078881, 0.982844889899,  1,  7.7521, 1.60244, -1.05803, -7.50977, 1.92021911107, -2.07287106236, -0.583555383113,  -1,  2.50737
GT,  140124,  880444290,  7.43337, 2.24205, 2.18758, 6.7403, 3.13245821343, 1.50951550107, 0.773102045035,  -1,  3.29571, -0.933238, 1.1256, 2.95171, 1.46215885753, 1.45198238128, 2.26303263576,  1,  2.91341
GT,  140124,  880448257,  11.0713, -2.4274, -0.513815, 10.7892, 2.48118451838, 2.17592344251, -2.93299867864,  1,  2.75392, -0.297185, 0.855098, 2.59873, 0.905268752266, 1.77673621599, 1.90528235592,  -1,  2.08828
GT,  140124,  880479243,  12.3661, 1.98508, 0.997903, -12.1644, 2.22179049503, -2.40158496973, 0.465806595981,  1,  6.05545, 1.65413, -1.36734, -5.6614, 2.14610454836, -1.69729425581, -0.690764304366,  -1,  2.86589
GG,  140124,  880494166,  13.0403, -1.14553, -2.24729, 12.7936, 2.52240982495, 2.32645701915, -2.04220426695,  -1,  10.8781, 0.461437, -4.25144, 10.0017, 4.27640809308, 1.5856436822, -1.46268289701,  -1,  3.1246
GT,  140124,  880520411,  6.90527, -2.82425, -3.43299, -5.28298, 4.44542555922, -1.00853101228, -2.25921397519,  1,  10.7815, -4.31418, -2.84213, -9.46257, 5.16622221834, -1.3656957825, -2.55906436562,  1,  2.24885
GT,  140124,  880529408,  9.17404, 1.96859, -1.16348, 8.88385, 2.28670774226, 2.06643582713, -0.53379187548,  1,  4.82422, -0.105765, -1.5157, 4.57749, 1.51938564072, 1.82246256617, -1.64046303934,  -1,  2.02373
GT,  140124,  880532336,  8.00038, 0.0908462, -2.91633, 7.4486, 2.91774462573, 1.66668672293, -1.53965553268,  -1,  6.60982, 2.05144, -0.577408, 6.25593, 2.13115134893, 1.79784019242, -0.274366427012,  1,  2.97455
GT,  140124,  880533444,  15.9773, -3.51784, 2.43797, -15.393, 4.28005794196, -1.99188429368, 2.53555961678,  1,  3.72233, -0.411121, -1.01886, -3.55492, 1.09867928725, -1.89043765588, -1.95432557529,  -1,  3.40609
GT,  140124,  880570477,  16.2059, 2.70002, 2.03107, 15.8494, 3.37866147243, 2.24997102165, 0.644934813146,  -1,  4.25747, -0.164486, 1.48716, 3.9845, 1.49622876252, 1.70613326416, 1.6809526965,  1,  2.56082
GG,  140124,  880619134,  4.95486, -1.43225, -0.655307, 4.69667, 1.57504518245, 1.81271577746, -2.71248887451,  -1,  7.5893, 0.536522, -1.89028, 7.32976, 1.96494639491, 2.02712569916, -1.2942377351,  1,  2.33211
GT,  140124,  894011654,  9.95695, -0.71517, -2.01607, 9.72387, 2.13916020293, 2.21920265777, -1.91168290487,  -1,  7.80628, -2.1614, -0.525843, 7.48189, 2.22444618291, 1.92752455347, -2.90294093658,  1,  2.18131
GT,  140124,  894079360,  7.0093, -2.08393, -0.29224, 6.68512, 2.10432137814, 1.87293661398, -3.00226620103,  -1,  7.63958, -0.273534, -1.67536, 7.44784, 1.69754292398, 2.18463078554, -1.73263715145,  1,  2.32803
GT,  140124,  894083297,  8.78982, -3.41923, -0.88793, -8.04799, 3.53264114761, -1.56154318947, -2.88751768355,  -1,  15.2677, -2.57787, -1.9567, -14.9204, 3.23636966784, -2.23298447108, -2.49233259111,  -1,  2.67609
GT,  140124,  894101519,  6.81568, 4.20253, -2.04673, -4.95904, 4.67443708844, -0.923777237126, -0.453212454735,  1,  2.99519, 0.651778, -0.477839, -2.88216, 0.808173664013, -1.98376681978, -0.632617589526,  1,  2.19798
GT,  140124,  894141930,  6.84298, -1.89631, 0.735525, -6.53286, 2.0339588594, -1.88340523594, 2.77158522419,  -1,  4.43518, 0.700454, -0.460379, -4.35397, 0.838203215072, -2.34986925311, -0.5814606006,  1,  2.67732
GT,  140124,  894158936,  9.78021, 2.60948, -0.224359, -9.4224, 2.61910725845, -1.99218296762, -0.0857675080329,  1,  3.65016, 0.216941, -1.73814, -3.20068, 1.75162611795, -1.36360426372, -1.44662629108,  -1,  3.03196
GT,  140124,  894162101,  14.3097, 1.62822, -4.49643, 13.4866, 4.78215256065, 1.75999938561, -1.22337059922,  1,  12.9689, -1.07932, -3.10575, 12.5448, 3.28794992737, 2.04893658795, -1.90526288983,  -1,  2.89806
GT,  140124,  894168210,  8.74887, 1.23734, -1.58071, 8.51481, 2.00739990528, 2.15172787739, -0.906647142313,  1,  4.96267, -1.73471, -1.91348, 4.23631, 2.58275521382, 1.27011376181, -2.30723127383,  -1,  3.59981
GT,  140124,  894174534,  7.35589, 1.6634, 1.39111, -7.02822, 2.16842952205, -1.89206822583, 0.696489578585,  -1,  2.96919, -0.725622, 0.532335, -2.82754, 0.899948798049, -1.8623858854, 2.50865367539,  -1,  2.21181
GT,  140124,  894201936,  11.9749, -0.274365, 2.25901, 11.7562, 2.27561032106, 2.34451774332, 1.69165801573,  1,  6.693, 1.26308, 0.455356, 6.55609, 1.34265415247, 2.28921727617, 0.34600911685,  -1,  2.19189
GT,  140124,  894204718,  2.87938, 0.792799, -0.636569, -2.69183, 1.01673514062, -1.70066852504, -0.676530266749,  -1,  13.7689, -2.61455, -0.712874, -13.4992, 2.70999281224, -2.30875802685, -2.87540649724,  1,  3.14284
GT,  140124,  894209466,  14.5189, -2.65637, -1.94946, -14.1397, 3.29495005554, -2.16304977024, -2.50848764078,  1,  6.28341, -0.842264, -2.4047, -5.74266, 2.54793852667, -1.5517186834, -1.90770044855,  1,  2.49592
GT,  140124,  894265895,  7.76735, 2.66986, -1.75781, -7.07831, 3.19656822478, -1.53558117215, -0.582250922969,  -1,  2.63915, -0.838616, -0.508156, -2.44795, 0.980560714995, -1.64592297614, -2.59681257043,  -1,  3.00958
GT,  140124,  894297342,  22.0613, 1.38773, -5.79731, 21.2404, 5.96109031881, 1.98293233217, -1.3358425669,  1,  6.25089, -1.38303, -1.20793, 5.97416, 1.83626437797, 1.89568074549, -2.42367301374,  -1,  3.4458
GT,  140124,  894354935,  9.26673, 0.240297, 1.91521, 9.06286, 1.93022589152, 2.25084703354, 1.44598085094,  1,  3.60171, 0.703319, -0.489533, 3.49669, 0.856913165875, 2.11406949929, -0.608058359747,  1,  2.22071
GT,  140124,  894356072,  13.397, -4.16298, -2.17161, -12.5468, 4.69534796075, -1.70934443086, -2.66077704365,  -1,  5.76836, 0.0979884, -1.26775, -5.62548, 1.27153127725, -2.19276604215, -1.49365654265,  1,  2.95398
GT,  140124,  894470762,  6.85436, 3.90003, 5.54637, 0.999306, 6.78029897407, 0.146855337852, 0.957947338783,  1,  3.43721, -0.331207, 3.36334, 0.617666, 3.37960856202, 0.18176013745, 1.6689554679,  1,  3.34401
GT,  140124,  894514155,  4.7269, -0.942011, -1.9078, -4.21964, 2.12769489451, -1.43609598778, -2.02944609086,  1,  3.32705, 1.02981, -0.314036, -3.14626, 1.07662771904, -1.79359418635, -0.295987818411,  -1,  2.3802
GT,  140124,  894544558,  7.04226, 0.259431, -2.42106, 6.60707, 2.43492011519, 1.72371813987, -1.46404770349,  1,  5.07933, -0.918846, 1.63226, 4.72016, 1.87311256451, 1.65461698002, 2.08351138686,  1,  4.19163
GT,  140124,  894545667,  4.61996, -0.87117, -0.620621, 4.49319, 1.06962965298, 2.14227331896, -2.52259331707,  -1,  3.14003, 0.912657, 1.21906, 2.74401, 1.5228427638, 1.35136297004, 0.928155714038,  1,  2.73506
GT,  140124,  894569213,  6.68565, -1.12139, -0.968161, 6.51859, 1.48150303882, 2.1874182646, -2.42939453298,  1,  3.64732, 1.41658, 0.448144, 3.3293, 1.48577654482, 1.54640738844, 0.306394209144,  -1,  3.07115
GT,  140124,  894629947,  6.76224, -2.5479, -6.7206e-05, 6.26298, 2.54790000089, 1.63155453358, -3.14156627657,  -1,  4.30314, -0.285596, -1.54236, 4.00568, 1.56857879777, 1.66699232339, -1.75389070635,  1,  2.56702
GT,  140124,  894646073,  6.14541, -0.394473, 1.02937, -6.04481, 1.10236633867, -2.40310064731, 1.9367521863,  1,  12.8956, 2.67825, -1.17819, -12.5588, 2.92594510177, -2.16325296845, -0.414431796072,  -1,  3.35068
GT,  140124,  894658446,  5.81196, 2.2783, -1.37056, -5.16707, 2.65877520742, -1.41803389772, -0.541574101588,  -1,  7.7231, 2.58126, 2.0097, -6.99524, 3.27136015712, -1.50383968592, 0.661538621264,  1,  3.35444
GT,  140124,  894679747,  4.29713, 0.81344, 0.662333, -4.16579, 1.04898505065, -2.08771784935, 0.683361993302,  1,  6.12869, 0.319896, -1.83205, -5.83875, 1.85976897848, -1.86166168279, -1.39792816986,  -1,  2.44015
GT,  140124,  894684716,  8.46187, 2.74406, -1.35076, -7.88908, 3.05849928252, -1.67632100322, -0.457427372448,  1,  7.11375, 0.422399, -1.63186, -6.91034, 1.68564171009, -2.11857383827, -1.3175103242,  -1,  2.15738
GT,  140124,  894688648,  8.48491, 1.22528, 2.52082, 8.00791, 2.80282795598, 1.77225611413, 1.11835949701,  -1,  7.22786, -1.60204, 1.16058, 6.95107, 1.97825127272, 1.96948960278, 2.51465238212,  1,  3.07009
GT,  140124,  894702595,  8.58933, 1.80911, 1.31302, -8.29268, 2.23537480358, -2.02180120519, 0.627820769061,  -1,  5.07258, -0.379708, 1.9506, -4.66593, 1.98721375933, -1.58924175231, 1.76305411479,  1,  2.45517
GT,  140124,  894703750,  7.0483, 0.131617, -2.14702, 6.71121, 2.15105042133, 1.85571630973, -1.50957076746,  1,  5.04176, 2.22418, 1.84674, 4.12926, 2.89092118537, 1.15435293114, 0.6929463301,  -1,  4.79728
GT,  140124,  894715400,  21.4091, -4.71375, 0.123478, 20.8831, 4.71536699303, 2.1937698429, 3.11540336303,  -1,  7.22331, -1.07349, -1.06927, 7.06182, 1.51516306482, 2.2436418593, -2.35816391026,  1,  2.12363
GT,  140124,  894749513,  11.5903, -3.39122, 3.16725, 10.6204, 4.64024198193, 1.56578760861, 2.39033095738,  1,  4.71453, 0.349745, 1.75683, 4.35968, 1.79130489139, 1.62236093542, 1.3742881209,  -1,  2.81932
GT,  140124,  894772869,  18.5406, 3.64498, 1.90448, 18.0785, 4.11253246441, 2.18652449868, 0.481480409832,  -1,  3.0159, 0.605193, -0.543381, 2.90223, 0.813339706648, 1.98431325026, -0.73163373002,  -1,  2.13955
GT,  140124,  894797095,  8.30981, 3.28698, 1.43506, -7.49521, 3.58659096134, -1.48308306067, 0.411645719242,  1,  7.54632, 2.04923, -1.53572, -7.09774, 2.56081618069, -1.74365784625, -0.643125447303,  -1,  3.15868
GT,  140124,  894854926,  12.291, 2.01091, -0.745559, 12.1019, 2.14467182818, 2.431283745, -0.355045618728,  1,  3.1143, -0.361768, -1.12839, 2.87812, 1.18496416736, 1.62048394739, -1.88104839867,  -1,  2.58624
GT,  140124,  894857657,  8.48353, 0.669786, -1.89105, 8.24224, 2.0061613565, 2.12068848323, -1.23039600464,  1,  5.16917, -2.0508, -1.09728, 4.61513, 2.3258985443, 1.43656297695, -2.65029997963,  -1,  3.20113
GT,  140124,  894933107,  11.0082, 0.515058, -2.29828, -10.7528, 2.35528675574, -2.22343521802, -1.35033310916,  1,  4.4274, -1.08075, -0.767205, -4.22304, 1.32537695563, -1.8757672865, -2.5242652009,  -1,  2.06539
GT,  140124,  894939628,  10.0417, 0.58612, -2.75874, 9.63693, 2.82031612448, 1.94265611745, -1.36144986506,  -1,  3.66962, -1.29612, -1.21459, 3.20933, 1.77627585766, 1.35372602558, -2.38865596947,  1,  2.58506
GT,  140124,  894946450,  10.3571, 1.37366, 2.03979, -10.0603, 2.45920414763, -2.11652085219, 0.978124596533,  -1,  7.56262, -0.746015, 1.26399, -7.41808, 1.46772241937, -2.32300188419, 2.10398353482,  1,  2.07655
GT,  140124,  894950060,  8.64545, -0.848394, 3.25996, 7.96151, 3.36854739923, 1.59530177887, 1.82539549874,  -1,  4.72896, -1.04103, 0.163318, 4.60885, 1.0537628908, 2.18157803251, 2.98597984737,  1,  2.36059
GT,  140124,  894955746,  7.53496, 1.73877, 1.89618, -7.08136, 2.57270668855, -1.73712958912, 0.828675708963,  -1,  4.59833, -1.91627, 1.5616, -3.87593, 2.47198003085, -1.2318711583, 2.45782224629,  1,  3.89447
GT,  140124,  894968881,  9.12506, -0.874114, 2.71921, -8.66588, 2.85625249393, -1.82914480783, 1.88182201056,  1,  6.89796, 1.14477, 0.702422, -6.76511, 1.34309158995, -2.31966280346, 0.550353900497,  -1,  2.61551
GT,  140124,  894977057,  6.7096, 1.06529, 2.58925, -6.0966, 2.79983184256, -1.52030522591, 1.18047719387,  1,  4.89345, 0.179443, -2.08414, -4.42253, 2.09185069492, -1.49355870736, -1.48490883708,  1,  4.70893
GT,  140124,  895029786,  10.3689, -1.96026, -0.309766, -10.1766, 1.98458414847, -2.33720361418, -2.98486571845,  1,  8.63765, -2.91151, 2.04595, -7.86988, 3.5584830873, -1.53444306336, 2.5290495663,  -1,  2.97033
GT,  140124,  895058625,  15.7949, -3.52277, 0.144749, 15.396, 3.52574258078, 2.18002395409, 3.10052621437,  1,  5.44163, -1.18823, 1.36674, 5.13033, 1.81104079482, 1.76420630483, 2.28644009694,  -1,  2.27635
GT,  140124,  895064185,  13.4385, -2.70786, -3.24774, 12.7554, 4.22851284581, 1.82365811543, -2.26579076681,  -1,  5.06651, 0.378041, -1.07482, 4.9356, 1.13936518732, 2.17221406319, -1.2325856398,  1,  2.31278
GT,  140124,  895085147,  7.71208, 1.31713, 1.48165, 7.45217, 1.9824525617, 2.03455795593, 0.844113352548,  -1,  3.49329, -0.781217, 1.07645, 3.22844, 1.33005436114, 1.61988705401, 2.19858585239,  1,  2.15722
GT,  140124,  895141495,  8.05043, -0.955816, -2.73811, -7.50916, 2.90014320301, -1.67987270778, -1.90665019259,  -1,  8.12983, 1.35159, -1.19106, -7.92702, 1.80150477427, -2.18747084366, -0.722346930689,  1,  2.8161
GT,  140124,  895179942,  7.65681, -0.87549, 1.6271, 7.42978, 1.84768426689, 2.09982480433, 2.06443235199,  1,  5.96976, 1.15346, 1.63242, 5.6242, 1.99881590648, 1.75784880144, 0.95565781023,  -1,  2.139
GT,  140124,  895180384,  7.03893, 1.20824, 0.359458, 6.92432, 1.26057683279, 2.40480209985, 0.289166659619,  -1,  3.25075, -0.154024, 1.65592, 2.79113, 1.66306777943, 1.28976667681, 1.66354362451,  1,  2.51281
GT,  140124,  895197005,  13.4439, -1.74679, 1.57702, -13.2359, 2.35335237151, -2.42805035511, 2.40722706898,  1,  5.67607, 1.01204, -0.210235, -5.58016, 1.03364583723, -2.38774219531, -0.204820806679,  1,  3.02014
GT,  140124,  895232591,  5.72011, 0.956702, 0.8461, 5.5747, 1.27717028105, 2.17960961564, 0.724124906443,  -1,  6.94831, -1.37831, 0.921914, 6.74672, 1.65821104794, 2.11123523399, 2.55206431628,  -1,  2.31685
GT,  140124,  895235093,  20.1728, -4.5815, -2.38084, -19.5006, 5.16319100514, -2.03911994135, -2.66233798746,  1,  9.96229, -2.6277, 0.907962, -9.56593, 2.78014429184, -1.94932948914, 2.80890119558,  -1,  3.02008
GT,  140124,  895244232,  8.02183, 1.01105, 1.36403, -7.83938, 1.69788101568, -2.23445195822, 0.932936397043,  -1,  9.69366, -0.960509, 2.23895, -9.38192, 2.43628295598, -2.05790534213, 1.97604991839,  1,  2.0692
GT,  140124,  895249856,  9.74845, -0.144407, 3.54894, 9.07774, 3.55187675817, 1.66774265498, 1.61146407021,  1,  3.86183, 0.749081, 0.294498, 3.77554, 0.804892176981, 2.24991071992, 0.374583597975,  -1,  2.21254
GT,  140124,  895305432,  27.3157, -7.4891, -0.227492, -26.2678, 7.49255439887, -1.96732738069, -3.11122557774,  -1,  9.98091, -1.72177, -0.92146, -9.78743, 1.95283907798, -2.31476903857, -2.65019729985,  1,  2.21276
GT,  140124,  895426168,  6.38234, 1.49717, 2.53588, -5.66135, 2.94486084277, -1.40840661133, 1.03746951746,  -1,  4.95401, -0.259328, -2.19021, -4.43472, 2.20550920553, -1.44843116944, -1.68865088155,  -1,  4.99303
GT,  140124,  895459204,  30.1895, 7.02026, -5.47836, -28.8461, 8.90485703182, -1.89154043851, -0.662652727352,  1,  3.59327, -0.274447, -1.2199, -3.36704, 1.25039080523, -1.71654481021, -1.7920869717,  -1,  3.63534
GT,  140124,  895522118,  13.2584, 1.26446, 2.10148, 13.0291, 2.45256544908, 2.37194079919, 1.02912794425,  -1,  4.05279, 1.11066, -0.744532, 3.8244, 1.33712136122, 1.77327706383, -0.590548934481,  -1,  2.85523
GT,  140124,  895572419,  9.74905, -0.30535, 3.12811, -9.22792, 3.1429780137, -1.79802522049, 1.66810289487,  -1,  2.94797, -0.756116, -0.0228185, -2.8473, 0.756460236495, -2.03582008314, -3.11142323977,  1,  2.15262
GT,  140124,  895594568,  16.6208, 4.10339, -0.663934, -16.0923, 4.15675568785, -2.06303129099, -0.160411143569,  1,  4.95826, -1.36634, -0.821584, -4.69375, 1.59432909547, -1.80059646633, -2.60021579913,  -1,  4.88866
GT,  140124,  895597609,  5.1633, 1.10063, 1.7812, -4.71852, 2.09381466154, -1.55159956832, 1.01730815399,  -1,  5.97532, -2.34946, 1.65376, -5.23816, 2.87313146744, -1.36163016839, 2.5282611176,  1,  3.40216
GT,  140124,  895609377,  16.2612, -1.6882, 5.68045, 15.1426, 5.9260046779, 1.66756813143, 1.85967752784,  -1,  2.88658, -0.722972, -0.0431236, 2.79224, 0.724256969356, 2.0590109413, -3.0820155655,  1,  2.71774
GT,  140124,  895650280,  7.10475, 0.60382, 0.902718, -7.02046, 1.08604713522, -2.56536113578, 0.981255339142,  1,  6.57478, 1.74572, -0.675579, -6.30179, 1.87188282316, -1.9283982718, -0.369242198181,  -1,  2.01872
GT,  140124,  895665366,  12.2433, 1.89093, -1.43291, 12.0107, 2.3725191955, 2.32460793782, -0.648462100596,  1,  5.11088, -0.29106, -1.98071, 4.70128, 2.00198102581, 1.58937421479, -1.71669942664,  -1,  2.7682
GT,  140124,  895671290,  14.2288, 1.75572, 2.88227, 13.8224, 3.37491230572, 2.11764957579, 1.02367977326,  -1,  3.06628, -0.926466, 0.726062, 2.82938, 1.17707488165, 1.61087477493, 2.47687634975,  1,  2.85161
GT,  140124,  895681867,  10.4064, -0.858372, 2.0208, 10.1716, 2.195548936, 2.23776410707, 1.97247079784,  -1,  8.1696, -1.25239, -0.957774, 8.01532, 1.57664572659, 2.32873796572, -2.48871377751,  -1,  2.95264
GT,  140124,  895699576,  10.4157, -1.24577, 2.49838, -10.0341, 2.79174596217, -1.99128290821, 2.03334822664,  -1,  5.03747, -1.36317, -0.345674, -4.83604, 1.40631538539, -1.94877074547, -2.89324649579,  1,  2.49818
GT,  140124,  895716638,  15.1185, -0.228591, 3.5371, 14.6967, 3.54447884114, 2.12961308279, 1.63533324977,  1,  5.84501, 0.452636, -1.37284, 5.66245, 1.4455341622, 2.07443309274, -1.25231233055,  -1,  4.49857
GT,  140124,  895735378,  6.80317, 2.22075, 2.00008, 6.11064, 2.98865363816, 1.46341081931, 0.733164532809,  -1,  5.74233, -0.462013, -1.61474, 5.49021, 1.6795360311, 1.90021123156, -1.84947309565,  -1,  4.42361
GT,  140124,  895742771,  5.84605, -3.07565, 1.04768, -4.85879, 3.24919317753, -1.19219973563, 2.81328331959,  1,  4.64995, 1.23947, -0.289211, -4.47112, 1.2727642686, -1.96926402846, -0.229232953462,  -1,  4.37856
GT,  140124,  895775696,  16.1156, 1.4872, -2.49228, 15.8518, 2.90227900768, 2.39921085159, -1.03279010554,  1,  2.8317, 1.024, 0.0522194, 2.63743, 1.02533061289, 1.67374314195, 0.0509513713425,  1,  2.21133
GT,  140124,  895810069,  26.4325, -9.07393, -2.70927, -24.6777, 9.46975974235, -1.68587617129, -2.85144155042,  1,  3.16914, -0.217472, -0.762509, -3.06652, 0.792914904555, -2.06204057183, -1.84862582616,  1,  2.85149
